ImagePath,ValidationValue,camera
2017_SBU4_05140357,0,SBU4
2017_SBU4_05140358,0,SBU4
2017_SBU4_05140359,0,SBU4
2017_SBU4_05140360,0,SBU4
2017_SBU4_05140361,0,SBU4
2017_SBU4_05140362,0,SBU4
2017_SBU4_05140363,0,SBU4
2017_SBU4_05140364,0,SBU4
2017_SBU4_05140365,0,SBU4
2017_SBU4_05140366,0,SBU4
2017_SBU4_05140367,1,SBU4
2017_SBU4_05140368,2,SBU4
2017_SBU4_05140369,2,SBU4
2017_SBU4_05140370,2,SBU4
2017_SBU4_05140371,0,SBU4
2017_SBU4_05140372,0,SBU4
2017_SBU4_05140373,0,SBU4
2017_SBU4_05140374,0,SBU4
2017_SBU4_05140375,0,SBU4
2017_SBU4_05140376,0,SBU4
2017_SBU4_05140377,0,SBU4
2017_SBU4_05140378,0,SBU4
2017_SBU4_05140379,0,SBU4
2017_SBU4_05140380,0,SBU4
2017_SBU4_05140381,0,SBU4
2017_SBU4_05140382,0,SBU4
2017_SBU4_05140383,0,SBU4
2017_SBU4_05140384,0,SBU4
2017_SBU4_05140385,0,SBU4
2017_SBU4_05140386,0,SBU4
2017_SBU4_05140387,0,SBU4
2017_SBU4_05140388,1,SBU4
2017_SBU4_05140389,3,SBU4
2017_SBU4_05150428,0,SBU4
2017_SBU4_05150429,0,SBU4
2017_SBU4_05150430,0,SBU4
2017_SBU4_05150431,0,SBU4
2017_SBU4_05150432,2,SBU4
2017_SBU4_05150433,1,SBU4
2017_SBU4_05150434,2,SBU4
2017_SBU4_05150435,0,SBU4
2017_SBU4_05150436,0,SBU4
2017_SBU4_05150437,0,SBU4
2017_SBU4_05150438,3,SBU4
2017_SBU4_05150439,3,SBU4
2017_SBU4_05150440,3,SBU4
2017_SBU4_05150441,3,SBU4
2017_SBU4_05150442,0,SBU4
2017_SBU4_05150443,0,SBU4
2017_SBU4_05150444,4,SBU4
2017_SBU4_05150445,4,SBU4
2017_SBU4_05150446,4,SBU4
2017_SBU4_05150447,4,SBU4
2017_SBU4_05150448,4,SBU4
2017_SBU4_05150449,4,SBU4
2017_SBU4_05150450,4,SBU4
2017_SBU4_05150451,4,SBU4
2017_SBU4_05150452,4,SBU4
2017_SBU4_05150453,3,SBU4
2017_SBU4_05150454,0,SBU4
2017_SBU4_05150455,0,SBU4
2017_SBU4_05150456,0,SBU4
2017_SBU4_05150457,0,SBU4
2017_SBU4_05150458,0,SBU4
2017_SBU4_05150459,0,SBU4
2017_SBU4_05150460,0,SBU4
2017_SBU4_05150461,0,SBU4
2017_SBU4_05150462,0,SBU4
2017_SBU4_05150463,0,SBU4
2017_SBU4_05150464,0,SBU4
2017_SBU4_05150465,0,SBU4
2017_SBU4_05150466,0,SBU4
2017_SBU4_05150467,0,SBU4
2017_SBU4_05150468,3,SBU4
2017_SBU4_05150469,3,SBU4
2017_SBU4_05150470,0,SBU4
2017_SBU4_05150471,0,SBU4
2017_SBU4_05150472,0,SBU4
2017_SBU4_05150473,0,SBU4
2017_SBU4_05150474,0,SBU4
2017_SBU4_05150475,0,SBU4
2017_SBU4_05150476,0,SBU4
2017_SBU4_05150477,0,SBU4
2017_SBU4_05150478,0,SBU4
2017_SBU4_05150479,0,SBU4
2017_SBU4_05150480,0,SBU4
2017_SBU4_05150481,0,SBU4
2017_SBU4_05150482,0,SBU4
2017_SBU4_05150483,3,SBU4
2017_SBU4_05150484,0,SBU4
2017_SBU4_05150485,0,SBU4
2017_SBU4_05150486,0,SBU4
2017_SBU4_05150487,0,SBU4
2017_SBU4_05150488,0,SBU4
2017_SBU4_05150489,0,SBU4
2017_SBU4_05150490,0,SBU4
2017_SBU4_05150491,0,SBU4
2017_SBU4_05150492,0,SBU4
2017_SBU4_05150493,0,SBU4
2017_SBU4_05150494,0,SBU4
2017_SBU4_05150495,0,SBU4
2017_SBU4_05150496,0,SBU4
2017_SBU4_05150497,0,SBU4
2017_SBU4_05160534,0,SBU4
2017_SBU4_05160535,0,SBU4
2017_SBU4_05160536,0,SBU4
2017_SBU4_05160537,1,SBU4
2017_SBU4_05160538,2,SBU4
2017_SBU4_05160539,0,SBU4
2017_SBU4_05160540,3,SBU4
2017_SBU4_05160541,3,SBU4
2017_SBU4_05160542,3,SBU4
2017_SBU4_05160543,3,SBU4
2017_SBU4_05160544,3,SBU4
2017_SBU4_05160545,3,SBU4
2017_SBU4_05160546,0,SBU4
2017_SBU4_05160547,0,SBU4
2017_SBU4_05160548,3,SBU4
2017_SBU4_05160549,3,SBU4
2017_SBU4_05160550,3,SBU4
2017_SBU4_05160551,3,SBU4
2017_SBU4_05160552,3,SBU4
2017_SBU4_05160553,3,SBU4
2017_SBU4_05160554,0,SBU4
2017_SBU4_05160555,0,SBU4
2017_SBU4_05160556,0,SBU4
2017_SBU4_05160557,0,SBU4
2017_SBU4_05160558,0,SBU4
2017_SBU4_05160559,0,SBU4
2017_SBU4_05160560,0,SBU4
2017_SBU4_05160561,0,SBU4
2017_SBU4_05160562,0,SBU4
2017_SBU4_05160563,0,SBU4
2017_SBU4_05160564,0,SBU4
2017_SBU4_05160565,0,SBU4
2017_SBU4_05160566,0,SBU4
2017_SBU4_05160567,0,SBU4
2017_SBU4_05160568,0,SBU4
2017_SBU4_05160569,3,SBU4
2017_SBU4_05160570,0,SBU4
2017_SBU4_05160571,0,SBU4
2017_SBU4_05160572,0,SBU4
2017_SBU4_05160573,0,SBU4
2017_SBU4_05160574,0,SBU4
2017_SBU4_05160575,0,SBU4
2017_SBU4_05160576,0,SBU4
2017_SBU4_05160577,0,SBU4
2017_SBU4_05160578,0,SBU4
2017_SBU4_05160579,0,SBU4
2017_SBU4_05160580,0,SBU4
2017_SBU4_05160581,0,SBU4
2017_SBU4_05160582,0,SBU4
2017_SBU4_05160583,0,SBU4
2017_SBU4_05160584,0,SBU4
2017_SBU4_05160585,0,SBU4
2017_SBU4_05160586,0,SBU4
2017_SBU4_05160587,0,SBU4
2017_SBU4_05160588,0,SBU4
2017_SBU4_05160589,0,SBU4
2017_SBU4_05160590,0,SBU4
2017_SBU4_05160591,0,SBU4
2017_SBU4_05160592,0,SBU4
2017_SBU4_05160593,0,SBU4
2017_SBU4_05160594,0,SBU4
2017_SBU4_05160595,3,SBU4
2017_SBU4_05160596,0,SBU4
2017_SBU4_05160597,0,SBU4
2017_SBU4_05170632,0,SBU4
2017_SBU4_05170633,0,SBU4
2017_SBU4_05170634,0,SBU4
2017_SBU4_05170635,0,SBU4
2017_SBU4_05170636,0,SBU4
2017_SBU4_05170637,0,SBU4
2017_SBU4_05170638,0,SBU4
2017_SBU4_05170639,1,SBU4
2017_SBU4_05170640,1,SBU4
2017_SBU4_05170641,2,SBU4
2017_SBU4_05170642,0,SBU4
2017_SBU4_05170643,0,SBU4
2017_SBU4_05170644,1,SBU4
2017_SBU4_05170645,0,SBU4
2017_SBU4_05170646,0,SBU4
2017_SBU4_05170647,0,SBU4
2017_SBU4_05170648,2,SBU4
2017_SBU4_05170649,0,SBU4
2017_SBU4_05170650,0,SBU4
2017_SBU4_05170651,0,SBU4
2017_SBU4_05170652,0,SBU4
2017_SBU4_05170653,0,SBU4
2017_SBU4_05170654,0,SBU4
2017_SBU4_05170655,0,SBU4
2017_SBU4_05170656,0,SBU4
2017_SBU4_05170657,0,SBU4
2017_SBU4_05170658,0,SBU4
2017_SBU4_05170659,0,SBU4
2017_SBU4_05170660,0,SBU4
2017_SBU4_05170661,0,SBU4
2017_SBU4_05170662,0,SBU4
2017_SBU4_05170663,0,SBU4
2017_SBU4_05170664,0,SBU4
2017_SBU4_05170665,0,SBU4
2017_SBU4_05170666,0,SBU4
2017_SBU4_05170667,0,SBU4
2017_SBU4_05170668,0,SBU4
2017_SBU4_05170669,0,SBU4
2017_SBU4_05170670,0,SBU4
2017_SBU4_05170671,0,SBU4
2017_SBU4_05170672,0,SBU4
2017_SBU4_05170673,0,SBU4
2017_SBU4_05170674,0,SBU4
2017_SBU4_05170675,0,SBU4
2017_SBU4_05170676,0,SBU4
2017_SBU4_05170677,0,SBU4
2017_SBU4_05170678,0,SBU4
2017_SBU4_05170679,0,SBU4
2017_SBU4_05170680,0,SBU4
2017_SBU4_05170681,0,SBU4
2017_SBU4_05170682,0,SBU4
2017_SBU4_05170683,0,SBU4
2017_SBU4_05170684,0,SBU4
2017_SBU4_05170685,0,SBU4
2017_SBU4_05170686,0,SBU4
2017_SBU4_05170687,3,SBU4
2017_SBU4_05170688,0,SBU4
2017_SBU4_05170689,0,SBU4
2017_SBU4_05170690,0,SBU4
2017_SBU4_05170691,2,SBU4
2017_SBU4_05170692,1,SBU4
2017_SBU4_05170693,1,SBU4
2017_SBU4_05170694,1,SBU4
2017_SBU4_05170695,0,SBU4
2017_SBU4_05170696,0,SBU4
2017_SBU4_05170697,0,SBU4
2017_SBU4_05170698,1,SBU4
2017_SBU4_05170699,0,SBU4
2017_SBU4_05170700,0,SBU4
2017_SBU4_05170701,0,SBU4
2017_SBU4_05170702,0,SBU4
2017_SBU4_05170703,0,SBU4
2017_SBU4_05180748,0,SBU4
2017_SBU4_05180749,0,SBU4
2017_SBU4_05180750,0,SBU4
2017_SBU4_05180751,0,SBU4
2017_SBU4_05180752,0,SBU4
2017_SBU4_05180753,2,SBU4
2017_SBU4_05180754,2,SBU4
2017_SBU4_05180755,1,SBU4
2017_SBU4_05180756,0,SBU4
2017_SBU4_05180757,1,SBU4
2017_SBU4_05180758,0,SBU4
2017_SBU4_05180759,0,SBU4
2017_SBU4_05180760,3,SBU4
2017_SBU4_05180761,3,SBU4
2017_SBU4_05180762,3,SBU4
2017_SBU4_05180763,3,SBU4
2017_SBU4_05180764,3,SBU4
2017_SBU4_05180765,0,SBU4
2017_SBU4_05180766,0,SBU4
2017_SBU4_05180767,3,SBU4
2017_SBU4_05180768,3,SBU4
2017_SBU4_05180769,3,SBU4
2017_SBU4_05180770,3,SBU4
2017_SBU4_05180771,3,SBU4
2017_SBU4_05180772,3,SBU4
2017_SBU4_05180773,3,SBU4
2017_SBU4_05180774,3,SBU4
2017_SBU4_05180775,3,SBU4
2017_SBU4_05180776,3,SBU4
2017_SBU4_05180777,3,SBU4
2017_SBU4_05180778,3,SBU4
2017_SBU4_05180779,3,SBU4
2017_SBU4_05180780,0,SBU4
2017_SBU4_05180781,0,SBU4
2017_SBU4_05180782,0,SBU4
2017_SBU4_05180783,0,SBU4
2017_SBU4_05180784,0,SBU4
2017_SBU4_05180785,0,SBU4
2017_SBU4_05180786,0,SBU4
2017_SBU4_05180787,0,SBU4
2017_SBU4_05180788,3,SBU4
2017_SBU4_05180789,3,SBU4
2017_SBU4_05180790,3,SBU4
2017_SBU4_05180791,3,SBU4
2017_SBU4_05180792,3,SBU4
2017_SBU4_05180793,3,SBU4
2017_SBU4_05180794,3,SBU4
2017_SBU4_05180795,3,SBU4
2017_SBU4_05180796,3,SBU4
2017_SBU4_05180797,3,SBU4
2017_SBU4_05180798,3,SBU4
2017_SBU4_05180799,3,SBU4
2017_SBU4_05180800,3,SBU4
2017_SBU4_05180801,3,SBU4
2017_SBU4_05180802,3,SBU4
2017_SBU4_05180803,3,SBU4
2017_SBU4_05180804,3,SBU4
2017_SBU4_05180805,3,SBU4
2017_SBU4_05180806,3,SBU4
2017_SBU4_05180807,3,SBU4
2017_SBU4_05180808,3,SBU4
2017_SBU4_05180809,3,SBU4
2017_SBU4_05180810,3,SBU4
2017_SBU4_05180811,3,SBU4
2017_SBU4_05180812,0,SBU4
2017_SBU4_05180813,0,SBU4
2017_SBU4_05180814,0,SBU4
2017_SBU4_05180815,0,SBU4
2017_SBU4_05180816,0,SBU4
2017_SBU4_05180817,0,SBU4
2017_SBU4_05180818,0,SBU4
2017_SBU4_05180819,0,SBU4
2017_SBU4_05180820,0,SBU4
2017_SBU4_05180821,0,SBU4
2017_SBU4_05180822,0,SBU4
2017_SBU4_05180823,0,SBU4
2017_SBU4_05180824,0,SBU4
2017_SBU4_05180825,0,SBU4
2017_SBU4_05180826,0,SBU4
2017_SBU4_05180827,0,SBU4
2017_SBU4_05180828,0,SBU4
2017_SBU4_05180829,0,SBU4
2017_SBU4_05180830,0,SBU4
2017_SBU4_05180831,0,SBU4
2017_SBU4_05180832,3,SBU4
2017_SBU4_05180833,0,SBU4
2017_SBU4_05180834,0,SBU4
2017_SBU4_05180835,0,SBU4
2017_SBU4_05180836,0,SBU4
2017_SBU4_05180837,0,SBU4
2017_SBU4_05180838,0,SBU4
2017_SBU4_05180839,0,SBU4
2017_SBU4_05180840,0,SBU4
2017_SBU4_05180841,0,SBU4
2017_SBU4_05180842,0,SBU4
2017_SBU4_05180843,0,SBU4
2017_SBU4_05180844,0,SBU4
2017_SBU4_05180845,0,SBU4
2017_SBU4_05180846,0,SBU4
2017_SBU4_05180847,0,SBU4
2017_SBU4_05180848,4,SBU4
2017_SBU4_05180849,0,SBU4
2017_SBU4_05180850,0,SBU4
2017_SBU4_05180851,0,SBU4
2017_SBU4_05180852,0,SBU4
2017_SBU4_05180853,2,SBU4
2017_SBU4_05180854,0,SBU4
2017_SBU4_05180855,0,SBU4
2017_SBU4_05180856,0,SBU4
2017_SBU4_05180857,0,SBU4
2017_SBU4_05180858,0,SBU4
2017_SBU4_05180859,0,SBU4
2017_SBU4_05180860,0,SBU4
2017_SBU4_05180861,0,SBU4
2017_SBU4_05180862,0,SBU4
2017_SBU4_05180863,0,SBU4
2017_SBU4_05180864,0,SBU4
2017_SBU4_05180865,0,SBU4
2017_SBU4_05180866,0,SBU4
2017_SBU4_05180867,0,SBU4
2017_SBU4_05180868,0,SBU4
2017_SBU4_05180869,0,SBU4
2017_SBU4_05180870,0,SBU4
2017_SBU4_05180871,0,SBU4
2017_SBU4_05180872,0,SBU4
2017_SBU4_05180873,0,SBU4
2017_SBU4_05180874,0,SBU4
2017_SBU4_05180875,0,SBU4
2017_SBU4_05180876,0,SBU4
2017_SBU4_05180877,0,SBU4
2017_SBU4_05180878,0,SBU4
2017_SBU4_05180879,0,SBU4
2017_SBU4_05180880,0,SBU4
2017_SBU4_05180881,0,SBU4
2017_SBU4_05180882,0,SBU4
2017_SBU4_05180883,0,SBU4
2017_SBU4_05190001,0,SBU4
2017_SBU4_05190002,0,SBU4
2017_SBU4_05190003,0,SBU4
2017_SBU4_05190004,0,SBU4
2017_SBU4_05190005,1,SBU4
2017_SBU4_05190006,1,SBU4
2017_SBU4_05190007,0,SBU4
2017_SBU4_05190008,0,SBU4
2017_SBU4_05190009,0,SBU4
2017_SBU4_05190010,0,SBU4
2017_SBU4_05190011,0,SBU4
2017_SBU4_05190012,0,SBU4
2017_SBU4_05190013,0,SBU4
2017_SBU4_05190014,0,SBU4
2017_SBU4_05190015,0,SBU4
2017_SBU4_05190016,0,SBU4
2017_SBU4_05190017,0,SBU4
2017_SBU4_05190018,0,SBU4
2017_SBU4_05190019,0,SBU4
2017_SBU4_05190020,0,SBU4
2017_SBU4_05190021,0,SBU4
2017_SBU4_05190022,0,SBU4
2017_SBU4_05190023,0,SBU4
2017_SBU4_05190024,0,SBU4
2017_SBU4_05190025,0,SBU4
2017_SBU4_05190026,0,SBU4
2017_SBU4_05190027,0,SBU4
2017_SBU4_05190028,0,SBU4
2017_SBU4_05190029,0,SBU4
2017_SBU4_05190030,0,SBU4
2017_SBU4_05190951,0,SBU4
2017_SBU4_05190952,1,SBU4
2017_SBU4_05190953,1,SBU4
2017_SBU4_05190954,0,SBU4
2017_SBU4_05190955,0,SBU4
2017_SBU4_05190956,0,SBU4
2017_SBU4_05190957,1,SBU4
2017_SBU4_05190958,1,SBU4
2017_SBU4_05190959,0,SBU4
2017_SBU4_05190960,1,SBU4
2017_SBU4_05190961,0,SBU4
2017_SBU4_05190962,0,SBU4
2017_SBU4_05190963,0,SBU4
2017_SBU4_05190964,1,SBU4
2017_SBU4_05190965,0,SBU4
2017_SBU4_05190966,0,SBU4
2017_SBU4_05190967,1,SBU4
2017_SBU4_05190968,1,SBU4
2017_SBU4_05190969,0,SBU4
2017_SBU4_05190970,1,SBU4
2017_SBU4_05190971,1,SBU4
2017_SBU4_05190972,0,SBU4
2017_SBU4_05190973,3,SBU4
2017_SBU4_05190974,3,SBU4
2017_SBU4_05190975,1,SBU4
2017_SBU4_05190976,0,SBU4
2017_SBU4_05190977,0,SBU4
2017_SBU4_05190978,0,SBU4
2017_SBU4_05190979,1,SBU4
2017_SBU4_05190980,1,SBU4
2017_SBU4_05190981,0,SBU4
2017_SBU4_05190982,0,SBU4
2017_SBU4_05190983,0,SBU4
2017_SBU4_05190984,1,SBU4
2017_SBU4_05190985,1,SBU4
2017_SBU4_05190986,0,SBU4
2017_SBU4_05190987,0,SBU4
2017_SBU4_05190988,0,SBU4
2017_SBU4_05190989,1,SBU4
2017_SBU4_05190990,0,SBU4
2017_SBU4_05190991,1,SBU4
2017_SBU4_05190992,0,SBU4
2017_SBU4_05190993,0,SBU4
2017_SBU4_05190994,0,SBU4
2017_SBU4_05190995,0,SBU4
2017_SBU4_05190996,0,SBU4
2017_SBU4_05190997,0,SBU4
2017_SBU4_05190998,0,SBU4
2017_SBU4_05190999,0,SBU4
2017_SBU4_05200065,0,SBU4
2017_SBU4_05200066,0,SBU4
2017_SBU4_05200067,0,SBU4
2017_SBU4_05200068,0,SBU4
2017_SBU4_05200069,0,SBU4
2017_SBU4_05200070,0,SBU4
2017_SBU4_05200071,0,SBU4
2017_SBU4_05200072,0,SBU4
2017_SBU4_05200073,1,SBU4
2017_SBU4_05200074,0,SBU4
2017_SBU4_05200075,0,SBU4
2017_SBU4_05200076,1,SBU4
2017_SBU4_05200077,0,SBU4
2017_SBU4_05200078,0,SBU4
2017_SBU4_05200079,0,SBU4
2017_SBU4_05200080,0,SBU4
2017_SBU4_05200081,0,SBU4
2017_SBU4_05200082,0,SBU4
2017_SBU4_05200083,0,SBU4
2017_SBU4_05200084,0,SBU4
2017_SBU4_05200085,0,SBU4
2017_SBU4_05200086,0,SBU4
2017_SBU4_05200087,1,SBU4
2017_SBU4_05200088,1,SBU4
2017_SBU4_05200089,1,SBU4
2017_SBU4_05200090,0,SBU4
2017_SBU4_05200091,1,SBU4
2017_SBU4_05200092,0,SBU4
2017_SBU4_05200093,0,SBU4
2017_SBU4_05200094,0,SBU4
2017_SBU4_05200095,0,SBU4
2017_SBU4_05200096,0,SBU4
2017_SBU4_05200097,0,SBU4
2017_SBU4_05200098,0,SBU4
2017_SBU4_05200099,0,SBU4
2017_SBU4_05200100,0,SBU4
2017_SBU4_05200101,0,SBU4
2017_SBU4_05200102,0,SBU4
2017_SBU4_05200103,3,SBU4
2017_SBU4_05200104,0,SBU4
2017_SBU4_05200105,0,SBU4
2017_SBU4_05200106,0,SBU4
2017_SBU4_05200107,0,SBU4
2017_SBU4_05200108,1,SBU4
2017_SBU4_05200109,1,SBU4
2017_SBU4_05200110,1,SBU4
2017_SBU4_05200111,1,SBU4
2017_SBU4_05200112,1,SBU4
2017_SBU4_05200113,0,SBU4
2017_SBU4_05200114,0,SBU4
2017_SBU4_05200115,0,SBU4
2017_SBU4_05200116,0,SBU4
2017_SBU4_05200117,0,SBU4
2017_SBU4_05200118,0,SBU4
2017_SBU4_05200119,0,SBU4
2017_SBU4_05200120,1,SBU4
2017_SBU4_05200121,0,SBU4
2017_SBU4_05200122,0,SBU4
2017_SBU4_05200123,0,SBU4
2017_SBU4_05200124,0,SBU4
2017_SBU4_05200125,1,SBU4
2017_SBU4_05200126,1,SBU4
2017_SBU4_05200127,3,SBU4
2017_SBU4_05200128,3,SBU4
2017_SBU4_05200129,1,SBU4
2017_SBU4_05200130,1,SBU4
2017_SBU4_05200131,0,SBU4
2017_SBU4_05200132,0,SBU4
2017_SBU4_05200133,0,SBU4
2017_SBU4_05200134,0,SBU4
2017_SBU4_05200135,0,SBU4
2017_SBU4_05200136,0,SBU4
2017_SBU4_05200137,0,SBU4
2017_SBU4_05200138,0,SBU4
2017_SBU4_05210177,0,SBU4
2017_SBU4_05210178,0,SBU4
2017_SBU4_05210179,0,SBU4
2017_SBU4_05210180,0,SBU4
2017_SBU4_05210181,0,SBU4
2017_SBU4_05210182,0,SBU4
2017_SBU4_05210183,0,SBU4
2017_SBU4_05210184,0,SBU4
2017_SBU4_05210185,0,SBU4
2017_SBU4_05210186,0,SBU4
2017_SBU4_05210187,1,SBU4
2017_SBU4_05210188,3,SBU4
2017_SBU4_05210189,0,SBU4
2017_SBU4_05210190,0,SBU4
2017_SBU4_05210191,0,SBU4
2017_SBU4_05210192,0,SBU4
2017_SBU4_05210193,0,SBU4
2017_SBU4_05210194,0,SBU4
2017_SBU4_05210195,0,SBU4
2017_SBU4_05210196,0,SBU4
2017_SBU4_05210197,0,SBU4
2017_SBU4_05210198,0,SBU4
2017_SBU4_05210199,0,SBU4
2017_SBU4_05210200,0,SBU4
2017_SBU4_05210201,0,SBU4
2017_SBU4_05210202,0,SBU4
2017_SBU4_05210203,0,SBU4
2017_SBU4_05210204,0,SBU4
2017_SBU4_05210205,0,SBU4
2017_SBU4_05210206,1,SBU4
2017_SBU4_05210207,2,SBU4
2017_SBU4_05210208,2,SBU4
2017_SBU4_05210209,1,SBU4
2017_SBU4_05210210,1,SBU4
2017_SBU4_05210211,1,SBU4
2017_SBU4_05210212,1,SBU4
2017_SBU4_05210213,1,SBU4
2017_SBU4_05210214,1,SBU4
2017_SBU4_05210215,1,SBU4
2017_SBU4_05210216,2,SBU4
2017_SBU4_05210217,1,SBU4
2017_SBU4_05210218,1,SBU4
2017_SBU4_05210219,3,SBU4
2017_SBU4_05210220,1,SBU4
2017_SBU4_05210221,1,SBU4
2017_SBU4_05210222,1,SBU4
2017_SBU4_05210223,2,SBU4
2017_SBU4_05210224,0,SBU4
2017_SBU4_05210225,0,SBU4
2017_SBU4_05210226,0,SBU4
2017_SBU4_05210227,0,SBU4
2017_SBU4_05210228,0,SBU4
2017_SBU4_05210229,0,SBU4
2017_SBU4_05210230,0,SBU4
2017_SBU4_05210231,0,SBU4
2017_SBU4_05210232,0,SBU4
2017_SBU4_05210233,0,SBU4
2017_SBU4_05210234,0,SBU4
2017_SBU4_05210235,0,SBU4
2017_SBU4_05210236,0,SBU4
2017_SBU4_05210237,0,SBU4
2017_SBU4_05210238,0,SBU4
2017_SBU4_05210239,3,SBU4
2017_SBU4_05210240,3,SBU4
2017_SBU4_05210241,0,SBU4
2017_SBU4_05210242,0,SBU4
2017_SBU4_05210243,0,SBU4
2017_SBU4_05210244,0,SBU4
2017_SBU4_05210245,0,SBU4
2017_SBU4_05210246,0,SBU4
2017_SBU4_05210247,0,SBU4
2017_SBU4_05210248,0,SBU4
2017_SBU4_05210249,0,SBU4
2017_SBU4_05220286,0,SBU4
2017_SBU4_05220287,0,SBU4
2017_SBU4_05220288,0,SBU4
2017_SBU4_05220289,0,SBU4
2017_SBU4_05220290,0,SBU4
2017_SBU4_05220291,0,SBU4
2017_SBU4_05220292,0,SBU4
2017_SBU4_05220293,3,SBU4
2017_SBU4_05220294,0,SBU4
2017_SBU4_05220295,0,SBU4
2017_SBU4_05220296,0,SBU4
2017_SBU4_05220297,0,SBU4
2017_SBU4_05220298,0,SBU4
2017_SBU4_05220299,0,SBU4
2017_SBU4_06150604,1,SBU4
2017_SBU4_06150605,2,SBU4
2017_SBU4_06150606,2,SBU4
2017_SBU4_06150607,1,SBU4
2017_SBU4_06150608,1,SBU4
2017_SBU4_06150609,1,SBU4
2017_SBU4_06150610,1,SBU4
2017_SBU4_06150611,1,SBU4
2017_SBU4_06150612,2,SBU4
2017_SBU4_06150613,2,SBU4
2017_SBU4_06150614,1,SBU4
2017_SBU4_06150615,1,SBU4
2017_SBU4_06150616,0,SBU4
2017_SBU4_06150617,0,SBU4
2017_SBU4_06150618,0,SBU4
2017_SBU4_06150619,0,SBU4
2017_SBU4_06150620,0,SBU4
2017_SBU4_06150621,0,SBU4
2017_SBU4_06150622,0,SBU4
2017_SBU4_06150623,0,SBU4
2017_SBU4_06150624,0,SBU4
2017_SBU4_06150625,0,SBU4
2017_SBU4_06150626,0,SBU4
2017_SBU4_06150627,0,SBU4
2017_SBU4_06150628,0,SBU4
2017_SBU4_06150629,0,SBU4
2017_SBU4_06150630,0,SBU4
2017_SBU4_06150631,3,SBU4
2017_SBU4_06150632,0,SBU4
2017_SBU4_06150633,0,SBU4
2017_SBU4_06150634,0,SBU4
2017_SBU4_06150635,0,SBU4
2017_SBU4_06150636,0,SBU4
2017_SBU4_06150637,0,SBU4
2017_SBU4_06150638,0,SBU4
2017_SBU4_06150639,0,SBU4
2017_SBU4_06150640,0,SBU4
2017_SBU4_06150641,0,SBU4
2017_SBU4_06150642,0,SBU4
2017_SBU4_06150643,0,SBU4
2017_SBU4_06150644,0,SBU4
2017_SBU4_06150645,0,SBU4
2017_SBU4_06150646,0,SBU4
2017_SBU4_06150647,0,SBU4
2017_SBU4_06150648,0,SBU4
2017_SBU4_06150649,0,SBU4
2017_SBU4_06150650,0,SBU4
2017_SBU4_06150651,0,SBU4
2017_SBU4_06150652,0,SBU4
2017_SBU4_06150653,0,SBU4
2017_SBU4_06150654,0,SBU4
2017_SBU4_06150655,0,SBU4
2017_SBU4_06150656,0,SBU4
2017_SBU4_06150657,0,SBU4
2017_SBU4_06150658,0,SBU4
2017_SBU4_06150659,0,SBU4
2017_SBU4_06150660,0,SBU4
2017_SBU4_06150661,0,SBU4
2017_SBU4_06150662,0,SBU4
2017_SBU4_06150663,0,SBU4
2017_SBU4_06150664,0,SBU4
2017_SBU4_06150665,0,SBU4
2017_SBU4_06150666,0,SBU4
2017_SBU4_06150667,0,SBU4
2017_SBU4_06150668,0,SBU4
2017_SBU4_06150669,0,SBU4
2017_SBU4_06150670,0,SBU4
2017_SBU4_06150671,0,SBU4
2017_SBU4_06150672,0,SBU4
2017_SBU4_06150673,2,SBU4
2017_SBU4_06150674,1,SBU4
2017_SBU4_06150675,1,SBU4
2017_SBU4_06150676,0,SBU4
2017_SBU4_06150677,3,SBU4
2017_SBU4_06150678,0,SBU4
2017_SBU4_06150679,0,SBU4
2017_SBU4_06150680,0,SBU4
2017_SBU4_06150681,0,SBU4
2017_SBU4_06150682,0,SBU4
2017_SBU4_06150683,0,SBU4
2017_SBU4_06150684,0,SBU4
2017_SBU4_06150685,0,SBU4
2017_SBU4_06150686,0,SBU4
2017_SBU4_06150687,0,SBU4
2017_SBU4_06150688,0,SBU4
2017_SBU4_06150689,1,SBU4
2017_SBU4_06150690,0,SBU4
2017_SBU4_06150691,1,SBU4
2017_SBU4_06150692,0,SBU4
2017_SBU4_06150693,0,SBU4
2017_SBU4_06150694,0,SBU4
2017_SBU4_06150695,0,SBU4
2017_SBU4_06150696,3,SBU4
2017_SBU4_06150697,0,SBU4
2017_SBU4_06160733,0,SBU4
2017_SBU4_06160734,0,SBU4
2017_SBU4_06160735,0,SBU4
2017_SBU4_06160736,0,SBU4
2017_SBU4_06160737,0,SBU4
2017_SBU4_06160738,0,SBU4
2017_SBU4_06160739,0,SBU4
2017_SBU4_06160740,0,SBU4
2017_SBU4_06160741,0,SBU4
2017_SBU4_06160742,0,SBU4
2017_SBU4_06160743,0,SBU4
2017_SBU4_06160744,0,SBU4
2017_SBU4_06160745,0,SBU4
2017_SBU4_06160746,3,SBU4
2017_SBU4_06160747,3,SBU4
2017_SBU4_06160748,3,SBU4
2017_SBU4_06160749,0,SBU4
2017_SBU4_06160750,0,SBU4
2017_SBU4_06160751,0,SBU4
2017_SBU4_06160752,0,SBU4
2017_SBU4_06160753,0,SBU4
2017_SBU4_06160754,0,SBU4
2017_SBU4_06160755,3,SBU4
2017_SBU4_06160756,1,SBU4
2017_SBU4_06160757,1,SBU4
2017_SBU4_06160758,0,SBU4
2017_SBU4_06160759,1,SBU4
